4.477336814478207,3,0,0,2,2011,9,3,5,0,-0.024156976698137177,-0.11730509099307378
5.517452896464707,3,0,1,1,2012,8,13,0,14,0.4215808816018469,-0.2061538149781899
5.814130531825066,4,0,0,1,2011,11,5,5,17,0.07617654568017589,-0.0011941370542166813
6.436150368369428,3,0,1,1,2012,8,9,3,19,0.2258502546310523,-0.10577251967112948
4.2626798770413155,2,0,1,1,2011,4,14,3,6,-0.22058831383736197,-0.03414373141560561
5.111987788356544,1,0,1,1,2012,1,18,2,20,-0.03727313124699729,0.23083180392499222
6.1675164908883415,4,0,1,2,2012,10,15,0,7,0.02822006703877437,0.06831603125162222
5.313205979041787,1,0,1,1,2011,3,3,3,17,0.13292480014919716,-0.2540207025743406
4.276666119016055,2,0,0,2,2011,6,19,6,7,-0.03138116548361936,-0.07231293573738863
5.6240175061873385,2,0,1,1,2012,4,5,3,12,0.1469309279755219,-0.25820572891962434
5.501258210544727,3,0,1,1,2012,7,5,3,11,0.49713442044076317,-0.042172239088314536
5.332718793265369,2,0,1,1,2012,4,10,1,21,0.3558431198401245,0.3245724436356866
5.976350909297934,4,0,0,1,2011,10,8,5,17,0.15667864051700037,-0.12020908970227676
2.1972245773362196,2,0,1,1,2011,6,6,0,2,-0.1311895071284923,-0.08722767267130567
6.450470422144176,2,0,1,1,2012,4,9,0,17,0.3840138088670577,0.22982902797879717
4.204692619390966,3,0,0,2,2011,8,7,6,2,-0.01879961983612213,-0.043000597486910985
2.1972245773362196,1,0,0,1,2012,1,1,6,4,-0.27431884907137116,-0.02699739194377246
5.783825182329737,3,0,0,1,2011,8,7,6,13,0.42693858652436134,-0.048413104877884014
5.393627546352362,1,0,1,1,2012,1,17,1,16,0.05926338048505414,0.28043049533305137
4.605170185988092,1,0,1,1,2011,2,9,2,7,-0.34655890455584,0.08289929193600165
6.393590753950631,4,0,0,1,2012,10,13,5,14,0.2648716786576107,-0.005123143273049215
3.5263605246161616,1,0,0,1,2011,3,13,6,1,-0.16446943096148944,-0.0158092131648071
5.958424693029782,2,0,1,1,2012,6,12,1,20,-0.03494535828630095,-0.056177862878024974
5.673323267171493,3,0,0,1,2011,7,9,5,11,0.31513003416659013,-0.00448208455979085
3.4657359027997265,4,0,1,1,2011,11,3,3,0,-0.2130552642310056,-0.05103014016604911
6.2285110035911835,2,0,1,1,2012,6,14,3,7,0.10115009133777662,0.02262053991309139
5.552959584921617,3,0,1,1,2012,7,2,0,12,0.4769999579345631,-0.1211231175096392
5.407171771460119,2,0,0,1,2012,5,13,6,9,0.09638036495160796,-0.11067022795445426
4.465908118654584,1,0,1,1,2011,3,1,1,12,-0.020564695846118256,0.006758411847229004
3.367295829986474,2,0,1,1,2012,5,17,3,1,-0.086241828910409,-0.05584436884549463
5.288267030694535,4,0,1,2,2011,10,19,2,19,-0.11950566697149634,-0.07019665087981851
5.662960480135946,3,0,0,1,2012,7,7,5,19,0.49087056842688354,-0.20210387299154187
5.916202062607435,3,0,1,1,2011,9,14,2,7,-0.10057155241079549,-0.09585959784791154
4.912654885736052,4,0,1,1,2011,11,1,1,10,-0.07603227081845762,-0.04855706732667054
1.3862943611198906,4,0,1,1,2012,12,19,2,2,-0.22190992386457317,-0.03336519415049197
4.663439094112067,1,0,0,2,2011,3,6,6,13,-0.14972153557108175,0.0971566773742918
4.31748811353631,1,0,0,2,2012,2,18,5,23,0.12638646559151914,0.28478713277131873
2.8903717578961645,4,0,1,1,2011,12,19,0,0,-0.3113045457600078,-0.00251972178340894
4.770684624465665,2,0,0,1,2011,6,11,5,0,-0.013778195053024805,-0.10519288566995036
4.465908118654584,1,0,1,2,2012,1,17,1,12,-0.22736905416970238,0.10033573329227644
4.454347296253507,1,0,1,2,2011,3,11,4,15,-0.06488727220966169,0.11636361879635634
6.261491684321042,3,0,0,1,2012,8,5,6,13,0.4240795005064383,0.09434313281346657
5.783825182329737,2,0,1,1,2012,4,2,0,15,0.33317802102919675,0.2592899202803942
5.25227342804663,2,0,0,1,2011,6,11,5,22,-0.016680110917379313,-0.030980663001149072
